dep_dt,period,me_kg,me_kg_corrected,aux_kg,boiler_kg,co2_total,distance_nm,speed_kn,days_since_drydock,wind_speed_ms,wave_height_m,wx_corr_kg
2024-01-06 07:42:00,Pre-Drydock,1271.1,1107.6934544856504,430.4,120.0,5722.787799999999,20.0,13.793103448275863,-454,9.49760618922515,0.7856667,163.40654551434957
2024-01-06 09:36:00,Pre-Drydock,1361.2,1196.9764217580787,400.3,100.0,5842.7386,20.1,11.485714285714286,-454,9.49760618922515,0.7856667,164.2235782419213
2024-01-06 12:54:00,Pre-Drydock,1131.0,966.7764217580786,430.4,120.0,5286.5163999999995,20.1,13.4,-454,9.49760618922515,0.7856667,164.2235782419213
2024-01-06 15:21:00,Pre-Drydock,1391.2,1229.427519940794,460.4,120.0,6192.959199999999,19.8,11.314285714285715,-454,9.49760618922515,0.7856667,161.7724800592061
2024-01-06 19:30:00,Pre-Drydock,1191.1000000000001,1023.6082908477919,500.4,150.0,5794.2678,20.5,13.666666666666666,-454,9.49760618922515,0.7856667,167.49170915220827
2024-01-06 22:00:00,Pre-Drydock,1511.3000000000002,1347.8934544856506,480.4,120.0,6631.070600000001,20.0,11.428571428571429,-454,9.49760618922515,0.7856667,163.40654551434955
2024-01-07 03:21:00,Pre-Drydock,1161.0,1001.7178883950145,560.5,160.0,5925.277,20.4,13.6,-453,9.944019416832203,0.39416668,159.28211160498552
2024-01-07 07:09:00,Pre-Drydock,1371.2,1217.3834510481267,500.4,160.0,6387.1592,19.7,10.944444444444445,-453,9.944019416832203,0.39416668,153.81654895187327
2024-01-07 11:33:00,Pre-Drydock,1111.0,953.2794777244751,490.4,160.0,5544.8364,20.2,11.222222222222221,-453,9.944019416832203,0.39416668,157.72052227552484
2024-01-07 14:39:00,Pre-Drydock,1481.3,1324.3602723892054,480.4,120.0,6537.650599999999,20.1,10.864864864864865,-453,9.944019416832203,0.39416668,156.93972761079456
2024-01-07 19:12:00,Pre-Drydock,1241.1000000000001,1083.3794777244752,580.5,180.0,6302.9484,20.2,13.466666666666667,-453,9.944019416832203,0.39416668,157.72052227552487
